lat,lon
40.3,-3.7
40.388461538461534,-3.284615384615385
40.47692307692307,-2.8692307692307693
40.565384615384616,-2.453846153846154
40.65384615384615,-2.0384615384615383
40.74230769230769,-1.623076923076923
40.83076923076923,-1.2076923076923074
40.91923076923077,-0.7923076923076922
41.00769230769231,-0.3769230769230769
41.09615384615385,0.038461538461538325
41.184615384615384,0.453846153846154
41.27307692307693,0.8692307692307697
41.361538461538466,1.2846153846153854
41.45,1.7
41.87058823529412,1.7352941176470589
42.29117647058824,1.7705882352941176
42.71176470588235,1.8058823529411765
43.13235294117647,1.8411764705882352
43.55294117647059,1.8764705882352941
43.97352941176471,1.9117647058823528
44.39411764705883,1.9470588235294117
44.814705882352946,1.9823529411764704
45.23529411764706,2.0176470588235293
45.65588235294118,2.052941176470588
46.076470588235296,2.0882352941176467
46.497058823529414,2.123529411764706
46.91764705882353,2.1588235294117646
47.33823529411765,2.1941176470588233
47.758823529411764,2.2294117647058824
48.17941176470588,2.264705882352941
48.6,2.3
48.5,2.6999999999999997
48.4,3.0999999999999996
48.300000000000004,3.5
48.2,3.9
48.1,4.3
48,4.7
47.9,5.1
47.8,5.5
47.7,5.9
47.6,6.3
47.5,6.7
47.76,7.0200000000000005
48.02,7.34
48.28,7.66
48.54,7.98
48.8,8.3
49.06,8.620000000000001
49.32,8.940000000000001
49.58,9.26
49.84,9.58
50.1,9.9
49.84473684210526,10.221052631578948
49.589473684210525,10.542105263157895
49.33421052631579,10.863157894736842
49.078947368421055,11.18421052631579
48.82368421052632,11.505263157894737
48.56842105263158,11.826315789473684
48.31315789473684,12.147368421052633
48.05789473684211,12.46842105263158
47.80263157894737,12.789473684210527
47.54736842105263,13.110526315789475
47.29210526315789,13.431578947368422
47.03684210526316,13.75263157894737
46.78157894736842,14.073684210526316
46.526315789473685,14.394736842105264
46.27105263157895,14.715789473684211
46.01578947368421,15.036842105263158
45.76052631578948,15.357894736842105
45.50526315789474,15.678947368421053
45.25,16
44.99473684210526,16.321052631578947
44.73947368421052,16.642105263157895
44.48421052631579,16.963157894736845
44.22894736842105,17.28421052631579
43.973684210526315,17.605263157894736
43.71842105263158,17.926315789473684
43.46315789473684,18.247368421052634
43.20789473684211,18.568421052631578
42.95263157894737,18.88947368421053
42.69736842105263,19.210526315789473
42.44210526315789,19.531578947368423
42.18684210526315,19.85263157894737
41.93157894736842,20.173684210526318
41.676315789473684,20.49473684210526
41.421052631578945,20.815789473684212
41.16578947368421,21.13684210526316
40.91052631578947,21.457894736842107
40.65526315789474,21.778947368421054
40.4,22.1
40.8,22.16808510638298
41.199999999999996,22.23617021276596
41.6,22.304255319148936
42,22.372340425531917
42.4,22.440425531914894
42.8,22.508510638297874
43.199999999999996,22.57659574468085
43.6,22.644680851063832
44,22.71276595744681
44.4,22.78085106382979
44.8,22.848936170212767
45.2,22.917021276595747
45.6,22.985106382978724
46,23.053191489361705
46.4,23.121276595744682
46.8,23.189361702127663
47.2,23.25744680851064
47.6,23.325531914893617
48,23.393617021276597
48.4,23.461702127659574
48.8,23.529787234042555
49.2,23.597872340425532
49.6,23.665957446808513
50,23.73404255319149
50.4,23.80212765957447
50.8,23.870212765957447
51.2,23.938297872340428
51.6,24.006382978723405
52,24.074468085106385
52.4,24.142553191489363
52.800000000000004,24.210638297872343
53.2,24.27872340425532
53.6,24.346808510638297
54,24.414893617021278
54.4,24.482978723404255
54.800000000000004,24.551063829787235
55.2,24.619148936170212
55.6,24.687234042553193
56,24.75531914893617
56.400000000000006,24.82340425531915
56.8,24.891489361702128
57.2,24.95957446808511
57.6,25.027659574468085
58,25.095744680851062
58.400000000000006,25.163829787234043
58.8,25.231914893617024
59.2,25.3
59.413043478260875,24.960869565217394
59.62608695652174,24.621739130434783
59.83913043478261,24.282608695652176
60.05217391304348,23.943478260869565
60.26521739130435,23.604347826086958
60.47826086956522,23.265217391304347
60.69130434782609,22.92608695652174
60.904347826086955,22.586956521739133
61.11739130434783,22.247826086956522
61.33043478260869,21.908695652173915
61.54347826086956,21.569565217391304
61.756521739130434,21.230434782608697
61.969565217391306,20.891304347826086
62.18260869565217,20.55217391304348
62.39565217391304,20.21304347826087
62.60869565217391,19.87391304347826
62.82173913043478,19.53478260869565
63.03478260869565,19.195652173913043
63.247826086956515,18.856521739130436
63.460869565217386,18.517391304347825
63.67391304347826,18.178260869565218
63.88695652173912,17.839130434782607
64.1,17.5
63.94492753623188,17.128985507246377
63.789855072463766,16.757971014492753
63.634782608695645,16.38695652173913
63.47971014492753,16.015942028985506
63.324637681159416,15.644927536231885
63.1695652173913,15.27391304347826
63.01449275362318,14.902898550724638
62.859420289855066,14.531884057971014
62.70434782608695,14.160869565217391
62.54927536231884,13.789855072463768
62.394202898550716,13.418840579710144
62.2391304347826,13.04782608695652
62.08405797101449,12.6768115942029
61.928985507246374,12.305797101449276
61.77391304347826,11.934782608695652
61.61884057971014,11.563768115942029
61.463768115942024,11.192753623188405
61.30869565217391,10.821739130434782
61.153623188405795,10.450724637681159
60.998550724637674,10.079710144927535
60.84347826086956,9.708695652173912
60.688405797101446,9.337681159420288
60.53333333333333,8.966666666666665
60.37826086956521,8.595652173913042
60.223188405797096,8.22463768115942
60.06811594202898,7.8536231884057965
59.91304347826087,7.482608695652173
59.75797101449275,7.11159420289855
59.60289855072463,6.740579710144926
59.44782608695652,6.369565217391305
59.2927536231884,5.998550724637681
59.13768115942029,5.627536231884058
58.98260869565217,5.256521739130434
58.827536231884054,4.885507246376811
58.67246376811594,4.514492753623188
58.517391304347825,4.143478260869564
58.362318840579704,3.7724637681159408
58.20724637681159,3.4014492753623173
58.052173913043475,3.030434782608694
57.89710144927536,2.6594202898550723
57.74202898550725,2.288405797101447
57.586956521739125,1.9173913043478255
57.43188405797101,1.5463768115942038
57.2768115942029,1.1753623188405768
57.121739130434776,0.804347826086957
56.96666666666666,0.43333333333333
56.81159420289855,0.062318840579710155
56.65652173913043,-0.3086956521739168
56.50144927536232,-0.6797101449275367
56.3463768115942,-1.05072463768116
56.19130434782608,-1.4217391304347835
56.03623188405797,-1.792753623188407
55.881159420289855,-2.1637681159420303
55.72608695652174,-2.5347826086956537
55.57101449275362,-2.9057971014492736
55.415942028985505,-3.2768115942029006
55.26086956521739,-3.647826086956524
55.10579710144927,-4.018840579710147
54.950724637681155,-4.389855072463771
54.79565217391304,-4.760869565217391
54.64057971014493,-5.131884057971018
54.48550724637681,-5.5028985507246375
54.33043478260869,-5.8739130434782645
54.17536231884058,-6.244927536231884
54.02028985507246,-6.615942028985508
53.86521739130435,-6.986956521739131
53.710144927536234,-7.357971014492755
53.55507246376811,-7.728985507246378
